"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
1597,"Animal.7762",20,"Tell Chuera",5,"EBA",6,"Ast",0.083,0.58,0.28,0.13
1598,"Animal.7763",20,"Tell Chuera",5,"EBA",6,"Ast",0.135,0.49,0.24,0.26
1599,"Animal.7764",20,"Tell Chuera",5,"EBA",6,"Ast",0.139,0.48,0.23,0.28
1600,"Animal.7765",20,"Tell Chuera",5,"EBA",6,"Ast",0.012,0.63,0.31,0.05
1601,"Animal.7766",20,"Tell Chuera",5,"EBA",6,"Ast",0.152,0.45,0.22,0.33
1602,"Animal.7767",20,"Tell Chuera",5,"EBA",6,"Ast",0.069,0.6,0.29,0.11
1603,"Animal.7768",20,"Tell Chuera",5,"EBA",6,"Ast",0.152,0.45,0.22,0.33
1604,"Animal.7769",20,"Tell Chuera",5,"EBA",6,"Ast",0.183,0.34,0.2,0.46
1605,"Animal.7770",20,"Tell Chuera",5,"EBA",6,"Ast",0.082,0.59,0.28,0.13
1606,"Animal.7771",20,"Tell Chuera",5,"EBA",6,"Ast",0.147,0.46,0.23,0.31
1607,"Animal.7772",20,"Tell Chuera",5,"EBA",6,"Ast",0.135,0.49,0.24,0.27
1608,"Animal.7792",20,"Tell Chuera",5,"EBA",8,"Mtt",0.08,0,0.55,0.45
1609,"Animal.7793",20,"Tell Chuera",5,"EBA",8,"Mtt",0.166,0,0.29,0.71
1610,"Animal.7794",20,"Tell Chuera",5,"EBA",8,"Mtt",0.156,0,0.31,0.69
1611,"Animal.7795",20,"Tell Chuera",5,"EBA",8,"Mtt",0.154,0,0.32,0.68
1612,"Animal.7796",20,"Tell Chuera",5,"EBA",8,"Mtt",0.122,0,0.39,0.61
1613,"Animal.7797",20,"Tell Chuera",5,"EBA",8,"Mtt",-0.124,0,0.92,0.08
1614,"Animal.7798",20,"Tell Chuera",5,"EBA",8,"Mtt",0.076,0,0.56,0.44
1615,"Animal.7799",20,"Tell Chuera",5,"EBA",8,"Mtt",0.123,0,0.39,0.61
1616,"Animal.78",5,"El Kowm 2",1,"PPNB",4,"Mtc",0.051,0,0.73,0.27
1617,"Animal.7800",20,"Tell Chuera",5,"EBA",8,"Mtt",0.195,0,0.26,0.74
1618,"Animal.7801",20,"Tell Chuera",5,"EBA",8,"Mtt",0.116,0,0.41,0.59
1619,"Animal.7802",20,"Tell Chuera",5,"EBA",9,"PH1",0.212,0,0.21,0.79
1620,"Animal.7803",20,"Tell Chuera",5,"EBA",9,"PH1",0.099,0,0.61,0.39
1621,"Animal.7804",20,"Tell Chuera",5,"EBA",9,"PH1",0.111,0,0.56,0.44
1622,"Animal.7805",20,"Tell Chuera",5,"EBA",9,"PH1",0.158,0,0.38,0.62
1623,"Animal.7806",20,"Tell Chuera",5,"EBA",9,"PH1",0.111,0,0.56,0.44
1624,"Animal.7807",20,"Tell Chuera",5,"EBA",9,"PH1",0.093,0,0.63,0.37
1625,"Animal.7808",20,"Tell Chuera",5,"EBA",9,"PH1",0.11,0,0.57,0.43
1626,"Animal.7809",20,"Tell Chuera",5,"EBA",9,"PH1",0.109,0,0.57,0.43
1627,"Animal.7810",20,"Tell Chuera",5,"EBA",9,"PH1",0.115,0,0.55,0.45
1628,"Animal.7811",20,"Tell Chuera",5,"EBA",9,"PH1",0.162,0,0.36,0.64
1629,"Animal.7812",20,"Tell Chuera",5,"EBA",9,"PH1",0.088,0,0.65,0.35
1630,"Animal.7813",20,"Tell Chuera",5,"EBA",9,"PH1",0.03,0,0.81,0.19
1631,"Animal.7814",20,"Tell Chuera",5,"EBA",9,"PH1",0.109,0,0.57,0.43
1632,"Animal.7815",20,"Tell Chuera",5,"EBA",9,"PH1",0.131,0,0.48,0.52
1633,"Animal.7816",20,"Tell Chuera",5,"EBA",9,"PH1",0.124,0,0.51,0.49
1634,"Animal.7817",20,"Tell Chuera",5,"EBA",9,"PH1",0.108,0,0.58,0.42
1635,"Animal.7818",20,"Tell Chuera",5,"EBA",9,"PH1",0.165,0,0.35,0.65
1636,"Animal.7819",20,"Tell Chuera",5,"EBA",9,"PH1",0.11,0,0.57,0.43
1637,"Animal.782",8,"Hirbemerdon Tepe",6,"MBA",7,"Cal",0.268,0,0.27,0.73
1638,"Animal.7820",20,"Tell Chuera",5,"EBA",9,"PH1",0.14,0,0.45,0.55
1639,"Animal.7821",20,"Tell Chuera",5,"EBA",9,"PH1",0.101,0,0.6,0.4
1640,"Animal.7822",20,"Tell Chuera",5,"EBA",9,"PH1",0.019,0,0.83,0.17
1641,"Animal.7823",20,"Tell Chuera",5,"EBA",9,"PH1",0.067,0,0.72,0.28
1642,"Animal.7824",20,"Tell Chuera",5,"EBA",9,"PH1",0.213,0,0.21,0.79
1643,"Animal.7825",20,"Tell Chuera",5,"EBA",9,"PH1",0.155,0,0.39,0.61
1644,"Animal.7826",20,"Tell Chuera",5,"EBA",9,"PH1",0.177,0,0.31,0.69
1645,"Animal.7827",20,"Tell Chuera",5,"EBA",9,"PH1",0.213,0,0.21,0.79
1646,"Animal.7828",20,"Tell Chuera",5,"EBA",9,"PH1",0.144,0,0.43,0.57
1647,"Animal.7829",20,"Tell Chuera",5,"EBA",9,"PH1",0.179,0,0.3,0.7
1648,"Animal.783",8,"Hirbemerdon Tepe",6,"MBA",7,"Cal",-0.001,0,0.86,0.14
1649,"Animal.7830",20,"Tell Chuera",5,"EBA",9,"PH1",0.098,0,0.61,0.39
1650,"Animal.7831",20,"Tell Chuera",5,"EBA",9,"PH1",0.094,0,0.63,0.37
1651,"Animal.7832",20,"Tell Chuera",5,"EBA",9,"PH1",0.079,0,0.68,0.32
1652,"Animal.7833",20,"Tell Chuera",5,"EBA",9,"PH1",0.038,0,0.79,0.21
1653,"Animal.7834",20,"Tell Chuera",5,"EBA",9,"PH1",0.157,0,0.38,0.62
1654,"Animal.7835",20,"Tell Chuera",5,"EBA",9,"PH1",0.065,0,0.72,0.28
1655,"Animal.7836",20,"Tell Chuera",5,"EBA",9,"PH1",0.22,0,0.2,0.8
1656,"Animal.7837",20,"Tell Chuera",5,"EBA",9,"PH1",0.22,0,0.2,0.8
1657,"Animal.7838",20,"Tell Chuera",5,"EBA",10,"PH2",0.248,0,0.28,0.72
1658,"Animal.7839",20,"Tell Chuera",5,"EBA",10,"PH2",0.253,0,0.28,0.72
1659,"Animal.784",8,"Hirbemerdon Tepe",6,"MBA",7,"Cal",0.019,0,0.85,0.15
1660,"Animal.7840",20,"Tell Chuera",5,"EBA",10,"PH2",-0.086,0,0.83,0.17
1661,"Animal.7841",20,"Tell Chuera",5,"EBA",10,"PH2",0.174,0,0.38,0.62
1662,"Animal.7842",20,"Tell Chuera",5,"EBA",10,"PH2",0.159,0,0.42,0.58
1663,"Animal.7843",20,"Tell Chuera",5,"EBA",10,"PH2",0.187,0,0.35,0.65
1664,"Animal.7844",20,"Tell Chuera",5,"EBA",10,"PH2",0.327,0,0.33,0.67
1665,"Animal.7845",20,"Tell Chuera",5,"EBA",10,"PH2",0.077,0,0.69,0.31
1666,"Animal.7846",20,"Tell Chuera",5,"EBA",10,"PH2",0.16,0,0.42,0.58
1667,"Animal.7847",20,"Tell Chuera",5,"EBA",10,"PH2",0.06,0,0.74,0.26
1668,"Animal.7848",20,"Tell Chuera",5,"EBA",10,"PH2",0.138,0,0.49,0.51
1669,"Animal.7849",20,"Tell Chuera",5,"EBA",10,"PH2",0.076,0,0.69,0.31
1670,"Animal.785",10,"Kenan Tepe",6,"MBA",7,"Cal",-0.127,0,0.88,0.12
1671,"Animal.786",10,"Kenan Tepe",6,"MBA",7,"Cal",0.134,0,0.4,0.6
1672,"Animal.787",13,"Muslumantepe",6,"MBA",7,"Cal",0.109,0,0.7,0.3
1673,"Animal.7871",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.085,0.24,0.47,0.29
1674,"Animal.7872",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.216,0.04,0.19,0.77
1675,"Animal.7873",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.157,0.1,0.3,0.6
1676,"Animal.7874",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.188,0.06,0.23,0.7
1677,"Animal.7875",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.159,0.1,0.3,0.6
1678,"Animal.7876",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.07,0.26,0.5,0.24
1679,"Animal.7877",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.187,0.06,0.24,0.7
1680,"Animal.7878",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.114,0.18,0.41,0.41
1681,"Animal.7879",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.009,0.34,0.56,0.1
1682,"Animal.7880",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.032,0.32,0.54,0.13
1683,"Animal.7881",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.134,0.14,0.36,0.5
1684,"Animal.7882",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.191,0.06,0.23,0.71
1685,"Animal.7883",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.089,0.23,0.47,0.31
1686,"Animal.7884",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.136,0.14,0.35,0.51
1687,"Animal.7886",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.061,0.28,0.51,0.21
1688,"Animal.7887",20,"Tell Chuera",5,"EBA",1,"Hum_dist",0.163,0.09,0.29,0.62
1689,"Animal.7888",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.095,0.14,0.48,0.38
1690,"Animal.7889",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",-0.014,0.28,0.6,0.12
1691,"Animal.7890",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.243,0.01,0.11,0.88
1692,"Animal.7891",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.218,0.02,0.14,0.84
1693,"Animal.7892",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.025,0.24,0.59,0.17
1694,"Animal.7893",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.091,0.14,0.49,0.37
1695,"Animal.7894",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.017,0.25,0.59,0.15
1696,"Animal.7895",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.032,0.24,0.58,0.18
1697,"Animal.7896",11,"Kharab Sayyar",5,"EBA",1,"Hum_dist",0.184,0.03,0.2,0.76
1698,"Animal.7897",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.1,0.37,0.32,0.3
1699,"Animal.7898",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.21,0.08,0.19,0.73
1700,"Animal.7899",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.09,0.4,0.33,0.27
1701,"Animal.79",5,"El Kowm 2",1,"PPNB",4,"Mtc",0.156,0,0.31,0.69
1702,"Animal.7900",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.013,0.52,0.38,0.09
1703,"Animal.7901",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.143,0.25,0.27,0.48
1704,"Animal.7902",20,"Tell Chuera",5,"EBA",2,"Rad_prox",0.112,0.34,0.31,0.35
1705,"Animal.7903",11,"Kharab Sayyar",5,"EBA",2,"Rad_prox",0.168,0.19,0.3,0.51
1706,"Animal.7904",11,"Kharab Sayyar",5,"EBA",2,"Rad_prox",0.206,0.11,0.23,0.66
1707,"Animal.7905",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.133,0,0.41,0.59
1708,"Animal.7906",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.146,0,0.36,0.64
1709,"Animal.7907",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.126,0,0.43,0.57
1710,"Animal.7908",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.039,0,0.75,0.25
1711,"Animal.7909",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.101,0,0.53,0.47
1712,"Animal.7910",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.083,0,0.6,0.4
1713,"Animal.7911",20,"Tell Chuera",5,"EBA",3,"Rad_dist",0.053,0,0.71,0.29
1714,"Animal.7912",11,"Kharab Sayyar",5,"EBA",3,"Rad_dist",0.125,0,0.36,0.64
1715,"Animal.7913",11,"Kharab Sayyar",5,"EBA",3,"Rad_dist",0.026,0,0.73,0.27
1716,"Animal.7914",11,"Kharab Sayyar",5,"EBA",3,"Rad_dist",0.045,0,0.67,0.33
1717,"Animal.793",8,"Hirbemerdon Tepe",6,"MBA",6,"Ast",0.091,0.49,0.37,0.14
1718,"Animal.7938",20,"Tell Chuera",5,"EBA",6,"Ast",0.14,0.48,0.24,0.28
1719,"Animal.7939",20,"Tell Chuera",5,"EBA",6,"Ast",0.095,0.57,0.27,0.16
1720,"Animal.794",8,"Hirbemerdon Tepe",6,"MBA",6,"Ast",0.132,0.41,0.34,0.25
1721,"Animal.7940",20,"Tell Chuera",5,"EBA",6,"Ast",0.082,0.58,0.28,0.13
1722,"Animal.7941",20,"Tell Chuera",5,"EBA",6,"Ast",0.104,0.55,0.26,0.18
1723,"Animal.7942",20,"Tell Chuera",5,"EBA",6,"Ast",0.074,0.6,0.29,0.12
1724,"Animal.7943",20,"Tell Chuera",5,"EBA",6,"Ast",0.105,0.55,0.27,0.18
1725,"Animal.7944",20,"Tell Chuera",5,"EBA",6,"Ast",0.027,0.63,0.31,0.06
1726,"Animal.7945",20,"Tell Chuera",5,"EBA",6,"Ast",0.105,0.55,0.27,0.18
1727,"Animal.7946",20,"Tell Chuera",5,"EBA",6,"Ast",0.139,0.48,0.24,0.28
1728,"Animal.7947",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.084,0.5,0.33,0.18
1729,"Animal.7948",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.07,0.52,0.33,0.15
1730,"Animal.7949",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.187,0.19,0.19,0.63
1731,"Animal.795",8,"Hirbemerdon Tepe",6,"MBA",6,"Ast",0.06,0.52,0.38,0.1
1732,"Animal.7950",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.084,0.5,0.32,0.18
1733,"Animal.7951",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.102,0.46,0.31,0.23
1734,"Animal.7953",11,"Kharab Sayyar",5,"EBA",6,"Ast",0.048,0.55,0.34,0.11
1735,"Animal.7954",20,"Tell Chuera",5,"EBA",7,"Cal",0.179,0,0.36,0.64
1736,"Animal.7955",11,"Kharab Sayyar",5,"EBA",7,"Cal",0.259,0,0.26,0.74
1737,"Animal.7956",11,"Kharab Sayyar",5,"EBA",7,"Cal",0.281,0,0.24,0.76
1738,"Animal.7957",11,"Kharab Sayyar",5,"EBA",7,"Cal",0.222,0,0.33,0.67
1739,"Animal.796",2,"Basur Hoyuk",6,"MBA",6,"Ast",0.228,0.31,0.28,0.41
1740,"Animal.797",10,"Kenan Tepe",6,"MBA",6,"Ast",0.095,0.45,0.36,0.18
1741,"Animal.7970",11,"Kharab Sayyar",5,"EBA",4,"Mtc",0.028,0,0.73,0.27
1742,"Animal.7972",20,"Tell Chuera",5,"EBA",4,"Mtc",0.159,0,0.33,0.67
1743,"Animal.7973",11,"Kharab Sayyar",5,"EBA",4,"Mtc",0.131,0,0.35,0.65
1744,"Animal.7974",11,"Kharab Sayyar",5,"EBA",4,"Mtc",0.039,0,0.7,0.3
1745,"Animal.7979",20,"Tell Chuera",5,"EBA",8,"Mtt",-0.011,0,0.85,0.15
1746,"Animal.798",10,"Kenan Tepe",6,"MBA",6,"Ast",0.108,0.43,0.35,0.22
1747,"Animal.7983",20,"Tell Chuera",5,"EBA",8,"Mtt",0.173,0,0.28,0.72
1748,"Animal.7984",20,"Tell Chuera",5,"EBA",8,"Mtt",0.068,0,0.59,0.41
1749,"Animal.7985",20,"Tell Chuera",5,"EBA",8,"Mtt",0.06,0,0.63,0.37
1750,"Animal.7987",20,"Tell Chuera",5,"EBA",8,"Mtt",0.134,0,0.36,0.64
1751,"Animal.7988",20,"Tell Chuera",5,"EBA",8,"Mtt",0.029,0,0.74,0.26
1752,"Animal.7989",20,"Tell Chuera",5,"EBA",8,"Mtt",0.112,0,0.43,0.57
1753,"Animal.799",10,"Kenan Tepe",6,"MBA",6,"Ast",0.109,0.43,0.35,0.22
1754,"Animal.7990",20,"Tell Chuera",5,"EBA",8,"Mtt",0.087,0,0.52,0.48
1755,"Animal.7991",20,"Tell Chuera",5,"EBA",8,"Mtt",0.038,0,0.71,0.29
1756,"Animal.7992",11,"Kharab Sayyar",5,"EBA",8,"Mtt",-0.008,0,0.78,0.22
1757,"Animal.7993",20,"Tell Chuera",5,"EBA",9,"PH1",0.065,0,0.73,0.27
1758,"Animal.7994",20,"Tell Chuera",5,"EBA",9,"PH1",0.063,0,0.73,0.27
1759,"Animal.7995",20,"Tell Chuera",5,"EBA",9,"PH1",0.09,0,0.64,0.36
1760,"Animal.7996",20,"Tell Chuera",5,"EBA",9,"PH1",0.195,0,0.25,0.75
1761,"Animal.7997",20,"Tell Chuera",5,"EBA",9,"PH1",0.137,0,0.46,0.54
1762,"Animal.7998",20,"Tell Chuera",5,"EBA",9,"PH1",0.083,0,0.67,0.33
1763,"Animal.7999",20,"Tell Chuera",5,"EBA",9,"PH1",0.057,0,0.75,0.25
1764,"Animal.8",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.249,0.18,0.15,0.67
1765,"Animal.80",5,"El Kowm 2",1,"PPNB",4,"Mtc",0.125,0,0.45,0.55
1766,"Animal.800",13,"Muslumantepe",6,"MBA",6,"Ast",0.271,0.21,0.23,0.56
1767,"Animal.8000",20,"Tell Chuera",5,"EBA",9,"PH1",0.179,0,0.3,0.7
1768,"Animal.8001",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.034,0,0.72,0.28
1769,"Animal.8002",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.066,0,0.61,0.39
1770,"Animal.8003",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.121,0,0.39,0.61
1771,"Animal.8005",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.111,0,0.43,0.57
1772,"Animal.8006",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.052,0,0.66,0.34
1773,"Animal.8007",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.028,0,0.74,0.26
1774,"Animal.8008",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.151,0,0.27,0.73
1775,"Animal.8009",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.04,0,0.7,0.3
1776,"Animal.801",13,"Muslumantepe",6,"MBA",6,"Ast",0.226,0.33,0.3,0.37
1777,"Animal.8010",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.106,0,0.45,0.55
1778,"Animal.8011",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.034,0,0.72,0.28
1779,"Animal.8012",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.107,0,0.45,0.55
1780,"Animal.8013",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.054,0,0.66,0.34
1781,"Animal.8014",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.083,0,0.55,0.45
1782,"Animal.8015",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.094,0,0.5,0.5
1783,"Animal.8016",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.058,0,0.64,0.36
1784,"Animal.8017",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.024,0,0.75,0.25
1785,"Animal.8018",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.108,0,0.44,0.56
1786,"Animal.8019",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.046,0,0.69,0.31
1787,"Animal.8020",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.126,0,0.37,0.63
1788,"Animal.8021",11,"Kharab Sayyar",5,"EBA",9,"PH1",0.132,0,0.35,0.65
1789,"Animal.8022",20,"Tell Chuera",5,"EBA",10,"PH2",-0.049,0,0.84,0.16
1790,"Animal.8023",20,"Tell Chuera",5,"EBA",10,"PH2",0.187,0,0.34,0.66
1791,"Animal.8024",20,"Tell Chuera",5,"EBA",10,"PH2",0.272,0,0.28,0.72
1792,"Animal.8025",20,"Tell Chuera",5,"EBA",10,"PH2",0.028,0,0.8,0.2
1793,"Animal.8026",20,"Tell Chuera",5,"EBA",10,"PH2",0.028,0,0.8,0.2
1794,"Animal.8027",20,"Tell Chuera",5,"EBA",10,"PH2",0.084,0,0.67,0.33
1795,"Animal.8028",20,"Tell Chuera",5,"EBA",10,"PH2",0.187,0,0.35,0.65
1796,"Animal.8029",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.084,0,0.65,0.35
1797,"Animal.8030",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.06,0,0.72,0.28
1798,"Animal.8031",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.061,0,0.72,0.28
1799,"Animal.8033",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.3,0,0.2,0.8
1800,"Animal.8034",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.158,0,0.4,0.6
1801,"Animal.8035",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.077,0,0.67,0.33
1802,"Animal.8036",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.069,0,0.7,0.3
1803,"Animal.8037",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.171,0,0.35,0.65
1804,"Animal.8038",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.136,0,0.47,0.53
1805,"Animal.8039",11,"Kharab Sayyar",5,"EBA",10,"PH2",0.114,0,0.55,0.45
1806,"Animal.81",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.034,0,0.74,0.26
1807,"Animal.813",8,"Hirbemerdon Tepe",6,"MBA",8,"Mtt",-0.015,0,0.86,0.14
1808,"Animal.814",8,"Hirbemerdon Tepe",6,"MBA",8,"Mtt",0.025,0,0.78,0.22
1809,"Animal.815",26,"Turbe Hoyuk",6,"MBA",8,"Mtt",0.186,0,0.55,0.45
1810,"Animal.816",26,"Turbe Hoyuk",6,"MBA",8,"Mtt",0.274,0,0.28,0.72
1811,"Animal.817",8,"Hirbemerdon Tepe",6,"MBA",8,"Mtt",0.079,0,0.62,0.38
1812,"Animal.82",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.103,0,0.48,0.52
1813,"Animal.83",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.144,0,0.33,0.67
1814,"Animal.84",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.106,0,0.47,0.53
1815,"Animal.841",18,"Tell Beydar",5,"EBA",1,"Hum_dist",0.091,0.13,0.54,0.33
1816,"Animal.842",18,"Tell Beydar",5,"EBA",1,"Hum_dist",0.169,0.05,0.3,0.66
1817,"Animal.843",18,"Tell Beydar",5,"EBA",1,"Hum_dist",0.156,0.06,0.34,0.6
1818,"Animal.844",18,"Tell Beydar",5,"EBA",1,"Hum_dist",0.212,0.02,0.18,0.79
1819,"Animal.845",18,"Tell Beydar",5,"EBA",2,"Rad_prox",-0.016,0.37,0.51,0.11
1820,"Animal.846",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.032,0,0.7,0.3
1821,"Animal.847",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.084,0.23,0.42,0.35
1822,"Animal.848",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.128,0.13,0.32,0.54
1823,"Animal.849",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.136,0.12,0.3,0.58
1824,"Animal.85",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.067,0,0.62,0.38
1825,"Animal.850",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.026,0,0.72,0.28
1826,"Animal.851",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.092,0.21,0.41,0.38
1827,"Animal.852",18,"Tell Beydar",5,"EBA",2,"Rad_prox",0.125,0.14,0.33,0.53
1828,"Animal.853",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.062,0,0.58,0.42
1829,"Animal.854",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.152,0,0.25,0.75
1830,"Animal.855",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.041,0,0.66,0.34
1831,"Animal.856",18,"Tell Beydar",5,"EBA",3,"Rad_dist",0.163,0,0.22,0.78
1832,"Animal.857",18,"Tell Beydar",5,"EBA",4,"Mtc",0.04,0,0.64,0.36
1833,"Animal.858",18,"Tell Beydar",5,"EBA",4,"Mtc",0.055,0,0.59,0.41
1834,"Animal.859",18,"Tell Beydar",5,"EBA",4,"Mtc",0.047,0,0.62,0.38
1835,"Animal.86",5,"El Kowm 2",1,"PPNB",8,"Mtt",0.037,0,0.72,0.28
1836,"Animal.860",18,"Tell Beydar",5,"EBA",6,"Ast",0.138,0.19,0.26,0.55
1837,"Animal.861",18,"Tell Beydar",5,"EBA",6,"Ast",0.043,0.46,0.39,0.16
1838,"Animal.862",18,"Tell Beydar",5,"EBA",6,"Ast",0.067,0.41,0.37,0.22
1839,"Animal.863",18,"Tell Beydar",5,"EBA",6,"Ast",0.073,0.4,0.37,0.23
1840,"Animal.864",18,"Tell Beydar",5,"EBA",6,"Ast",-0.04,0.5,0.41,0.09
1841,"Animal.866",18,"Tell Beydar",5,"EBA",6,"Ast",0.053,0.44,0.38,0.18
1842,"Animal.867",18,"Tell Beydar",5,"EBA",6,"Ast",0.063,0.42,0.38,0.2
1843,"Animal.868",18,"Tell Beydar",5,"EBA",6,"Ast",0.082,0.37,0.36,0.27
1844,"Animal.869",18,"Tell Beydar",5,"EBA",6,"Ast",0.124,0.24,0.29,0.47
1845,"Animal.870",18,"Tell Beydar",5,"EBA",6,"Ast",0.015,0.49,0.39,0.11
1846,"Animal.871",18,"Tell Beydar",5,"EBA",6,"Ast",0.125,0.23,0.29,0.48
1847,"Animal.872",18,"Tell Beydar",5,"EBA",6,"Ast",0.091,0.35,0.35,0.31
1848,"Animal.873",18,"Tell Beydar",5,"EBA",6,"Ast",0.067,0.41,0.37,0.22
1849,"Animal.874",18,"Tell Beydar",5,"EBA",6,"Ast",0.024,0.48,0.39,0.12
1850,"Animal.875",18,"Tell Beydar",5,"EBA",6,"Ast",0.011,0.5,0.39,0.11
1851,"Animal.876",18,"Tell Beydar",5,"EBA",6,"Ast",0.222,0.03,0.12,0.86
1852,"Animal.877",18,"Tell Beydar",5,"EBA",6,"Ast",0.01,0.5,0.4,0.11
1853,"Animal.878",18,"Tell Beydar",5,"EBA",6,"Ast",0.053,0.44,0.38,0.18
1854,"Animal.879",18,"Tell Beydar",5,"EBA",6,"Ast",0.025,0.48,0.39,0.12
1855,"Animal.881",18,"Tell Beydar",5,"EBA",7,"Cal",0.072,0,0.54,0.46
1856,"Animal.882",18,"Tell Beydar",5,"EBA",7,"Cal",-0.015,0,0.8,0.2
1857,"Animal.883",18,"Tell Beydar",5,"EBA",7,"Cal",0.049,0,0.62,0.38
1858,"Animal.885",18,"Tell Beydar",5,"EBA",7,"Cal",0.186,0,0.25,0.75
1859,"Animal.886",18,"Tell Beydar",5,"EBA",8,"Mtt",0.101,0,0.43,0.57
1860,"Animal.887",18,"Tell Beydar",5,"EBA",8,"Mtt",0.176,0,0.23,0.77
1861,"Animal.888",18,"Tell Beydar",5,"EBA",8,"Mtt",0.057,0,0.61,0.39
1862,"Animal.889",18,"Tell Beydar",5,"EBA",8,"Mtt",0.108,0,0.41,0.59
1863,"Animal.890",18,"Tell Beydar",5,"EBA",8,"Mtt",0.119,0,0.37,0.63
1864,"Animal.891",18,"Tell Beydar",5,"EBA",8,"Mtt",0.143,0,0.3,0.7
