"Specimen_No","Specimen","Site_No","Site","Period_No","Period","Element_Portion","Element","LSI","p_immature","p_female","p_male"
781,"Animal.4854",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.083,0,0.38,0.62
782,"Animal.4855",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.057,0,0.47,0.53
783,"Animal.4856",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.133,0,0.24,0.76
784,"Animal.4857",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.016,0,0.63,0.37
785,"Animal.4858",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.09,0,0.35,0.65
786,"Animal.4859",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.043,0,0.52,0.48
787,"Animal.486",6,"Gritille",1,"PPNB",6,"Ast",0.253,0.02,0.06,0.92
788,"Animal.4860",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.047,0,0.83,0.17
789,"Animal.4861",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.047,0,0.51,0.49
790,"Animal.4862",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.005,0,0.67,0.33
791,"Animal.4864",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.093,0,0.34,0.66
792,"Animal.4865",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.043,0,0.52,0.48
793,"Animal.4866",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.063,0,0.45,0.55
794,"Animal.4867",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.05,0,0.5,0.5
795,"Animal.4868",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.109,0,0.3,0.7
796,"Animal.4869",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.133,0,0.24,0.76
797,"Animal.487",6,"Gritille",1,"PPNB",4,"Mtc",0.036,0,0.59,0.41
798,"Animal.4870",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.018,0,0.75,0.25
799,"Animal.4871",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.05,0,0.5,0.5
800,"Animal.4872",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
801,"Animal.4873",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.035,0,0.8,0.2
802,"Animal.4874",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.029,0,0.58,0.42
803,"Animal.4875",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.145,0,0.22,0.78
804,"Animal.4876",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.01,0,0.72,0.28
805,"Animal.4877",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.019,0,0.62,0.38
806,"Animal.4878",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.08,0,0.39,0.61
807,"Animal.4879",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.08,0,0.38,0.62
808,"Animal.488",6,"Gritille",1,"PPNB",4,"Mtc",0.009,0,0.68,0.32
809,"Animal.4880",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.008,0,0.66,0.34
810,"Animal.4881",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.103,0,0.31,0.69
811,"Animal.4882",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.016,0,0.63,0.37
812,"Animal.4884",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
813,"Animal.4885",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.09,0,0.35,0.65
814,"Animal.4886",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.093,0,0.34,0.66
815,"Animal.4887",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.098,0,0.91,0.09
816,"Animal.4888",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.067,0,0.43,0.57
817,"Animal.4889",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.073,0,0.41,0.59
818,"Animal.489",6,"Gritille",1,"PPNB",4,"Mtc",0.005,0,0.7,0.3
819,"Animal.4890",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.015,0,0.63,0.37
820,"Animal.4891",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.023,0,0.61,0.39
821,"Animal.4892",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.03,0,0.58,0.42
822,"Animal.4893",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.025,0,0.77,0.23
823,"Animal.4894",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.089,0,0.9,0.1
824,"Animal.4895",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.023,0,0.61,0.39
825,"Animal.4896",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.043,0,0.52,0.48
826,"Animal.4897",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.086,0,0.36,0.64
827,"Animal.4898",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
828,"Animal.4899",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.028,0,0.78,0.22
829,"Animal.49",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.051,0.21,0.59,0.2
830,"Animal.490",6,"Gritille",1,"PPNB",8,"Mtt",0.023,0,0.63,0.37
831,"Animal.4900",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.033,0,0.56,0.44
832,"Animal.4901",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.017,0,0.75,0.25
833,"Animal.4902",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.086,0,0.36,0.64
834,"Animal.4903",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.047,0,0.51,0.49
835,"Animal.4904",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.017,0,0.75,0.25
836,"Animal.4905",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.01,0,0.72,0.28
837,"Animal.4906",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.033,0,0.56,0.44
838,"Animal.4907",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.074,0,0.41,0.59
839,"Animal.4908",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.103,0,0.31,0.69
840,"Animal.4909",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.115,0,0.28,0.72
841,"Animal.491",6,"Gritille",1,"PPNB",8,"Mtt",0.056,0,0.5,0.5
842,"Animal.4910",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.005,0,0.67,0.33
843,"Animal.4911",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.084,0,0.37,0.63
844,"Animal.4912",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.096,0,0.33,0.67
845,"Animal.4913",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.04,0,0.54,0.46
846,"Animal.4914",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.043,0,0.52,0.48
847,"Animal.4915",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.053,0,0.48,0.52
848,"Animal.4916",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.019,0,0.62,0.38
849,"Animal.4917",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.063,0,0.45,0.55
850,"Animal.4918",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.021,0,0.76,0.24
851,"Animal.492",6,"Gritille",1,"PPNB",8,"Mtt",0.061,0,0.48,0.52
852,"Animal.4920",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.033,0,0.56,0.44
853,"Animal.4921",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.169,0,0.19,0.81
854,"Animal.4922",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.008,0,0.66,0.34
855,"Animal.4923",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.06,0,0.46,0.54
856,"Animal.4924",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.109,0,0.3,0.7
857,"Animal.4925",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.05,0,0.5,0.5
858,"Animal.4926",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.121,0,0.26,0.74
859,"Animal.4927",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",-0.023,0,0.72,0.28
860,"Animal.4928",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",-0.046,0,0.78,0.22
861,"Animal.4929",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.037,0,0.5,0.5
862,"Animal.493",6,"Gritille",1,"PPNB",8,"Mtt",0.062,0,0.48,0.52
863,"Animal.4930",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.032,0,0.79,0.21
864,"Animal.4931",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.109,0,0.3,0.7
865,"Animal.4932",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.073,0,0.41,0.59
866,"Animal.4933",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.033,0,0.56,0.44
867,"Animal.4934",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.04,0,0.54,0.46
868,"Animal.4935",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.115,0,0.28,0.72
869,"Animal.4936",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.076,0,0.4,0.6
870,"Animal.4937",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.118,0,0.27,0.73
871,"Animal.4938",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.067,0,0.43,0.57
872,"Animal.4939",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.021,0,0.76,0.24
873,"Animal.494",6,"Gritille",1,"PPNB",8,"Mtt",-0.014,0,0.74,0.26
874,"Animal.4940",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
875,"Animal.4941",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.022,0,0.61,0.39
876,"Animal.4942",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.06,0,0.46,0.54
877,"Animal.4943",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
878,"Animal.4944",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.014,0,0.74,0.26
879,"Animal.4945",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.13,0,0.92,0.08
880,"Animal.4946",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.008,0,0.66,0.34
881,"Animal.4947",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.139,0,0.23,0.77
882,"Animal.4948",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.151,0,0.21,0.79
883,"Animal.4949",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.014,0,0.74,0.26
884,"Animal.495",12,"Mezraa-Teleilat",1,"PPNB",3,"Rad_dist",-0.117,0,0.88,0.12
885,"Animal.4950",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.003,0,0.7,0.3
886,"Animal.4951",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.099,0,0.32,0.68
887,"Animal.4952",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.073,0,0.41,0.59
888,"Animal.4953",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.032,0,0.79,0.21
889,"Animal.4954",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.043,0,0.52,0.48
890,"Animal.4955",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.06,0,0.46,0.54
891,"Animal.4956",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.077,0,0.4,0.6
892,"Animal.4957",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.01,0,0.72,0.28
893,"Animal.4958",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.074,0,0.4,0.6
894,"Animal.4959",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.001,0,0.69,0.31
895,"Animal.496",12,"Mezraa-Teleilat",1,"PPNB",2,"Rad_prox",0.109,0.21,0.29,0.51
896,"Animal.4960",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.057,0,0.47,0.53
897,"Animal.4961",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",-0.097,0,0.91,0.09
898,"Animal.4962",24,"Tell Sabi Abyad (Op III)",1,"PN",5,"Tib",0.128,0,0.25,0.75
899,"Animal.4963",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",-0.009,0,0.67,0.33
900,"Animal.4964",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.074,0,0.37,0.63
901,"Animal.4965",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.081,0,0.35,0.65
902,"Animal.4966",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.037,0,0.5,0.5
903,"Animal.4967",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.002,0,0.63,0.37
904,"Animal.4968",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",0.013,0,0.59,0.41
905,"Animal.4969",23,"Tell Sabi Abyad (Op III)",2,"Halaf",5,"Tib",-0.009,0,0.68,0.32
906,"Animal.497",12,"Mezraa-Teleilat",1,"PPNB",2,"Rad_prox",0.005,0.47,0.4,0.13
907,"Animal.4970",6,"Gritille",1,"PPNB",5,"Tib",0.137,0,0.26,0.74
908,"Animal.4971",6,"Gritille",1,"PPNB",5,"Tib",0.022,0,0.7,0.3
909,"Animal.4972",6,"Gritille",1,"PPNB",5,"Tib",0.09,0,0.43,0.57
910,"Animal.4973",6,"Gritille",1,"PPNB",5,"Tib",0.146,0,0.24,0.76
911,"Animal.4974",6,"Gritille",1,"PPNB",5,"Tib",0.019,0,0.71,0.29
912,"Animal.4975",6,"Gritille",1,"PPNB",5,"Tib",0.056,0,0.57,0.43
913,"Animal.4976",6,"Gritille",1,"PPNB",5,"Tib",0.096,0,0.41,0.59
914,"Animal.4977",6,"Gritille",1,"PPNB",5,"Tib",0.111,0,0.35,0.65
915,"Animal.4978",6,"Gritille",1,"PPNB",5,"Tib",0.095,0,0.41,0.59
916,"Animal.4979",6,"Gritille",1,"PPNB",5,"Tib",-0.025,0,0.82,0.18
917,"Animal.498",12,"Mezraa-Teleilat",1,"PPNB",4,"Mtc",0.064,0,0.66,0.34
918,"Animal.4980",6,"Gritille",1,"PPNB",5,"Tib",0.052,0,0.59,0.41
919,"Animal.4981",6,"Gritille",1,"PPNB",5,"Tib",0.015,0,0.72,0.28
920,"Animal.4982",6,"Gritille",1,"PPNB",5,"Tib",0.045,0,0.61,0.39
921,"Animal.4983",6,"Gritille",1,"PPNB",9,"PH1",0.035,0,0.71,0.29
922,"Animal.4984",6,"Gritille",1,"PPNB",9,"PH1",0.039,0,0.7,0.3
923,"Animal.4985",6,"Gritille",1,"PPNB",9,"PH1",0.084,0,0.53,0.47
924,"Animal.4986",6,"Gritille",1,"PPNB",9,"PH1",0.096,0,0.48,0.52
925,"Animal.4987",6,"Gritille",1,"PPNB",9,"PH1",0.076,0,0.56,0.44
926,"Animal.4988",6,"Gritille",1,"PPNB",9,"PH1",0.074,0,0.57,0.43
927,"Animal.4989",6,"Gritille",1,"PPNB",9,"PH1",0.085,0,0.52,0.48
928,"Animal.499",12,"Mezraa-Teleilat",1,"PPNB",4,"Mtc",0.098,0,0.52,0.48
929,"Animal.4990",6,"Gritille",1,"PPNB",9,"PH1",0.164,0,0.19,0.81
930,"Animal.4991",6,"Gritille",1,"PPNB",9,"PH1",0.068,0,0.6,0.4
931,"Animal.4992",6,"Gritille",1,"PPNB",9,"PH1",0.058,0,0.64,0.36
932,"Animal.4993",6,"Gritille",1,"PPNB",9,"PH1",0.121,0,0.36,0.64
933,"Animal.4994",6,"Gritille",1,"PPNB",9,"PH1",0.109,0,0.42,0.58
934,"Animal.4995",6,"Gritille",1,"PPNB",9,"PH1",0.112,0,0.4,0.6
935,"Animal.4996",6,"Gritille",1,"PPNB",9,"PH1",0.026,0,0.73,0.27
936,"Animal.4997",6,"Gritille",1,"PPNB",9,"PH1",-0.018,0,0.8,0.2
937,"Animal.4998",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.019,0,0.69,0.31
938,"Animal.4999",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.039,0,0.61,0.39
939,"Animal.5",25,"Tell Surezha",3,"LC 1-3",6,"Ast",0.109,0.58,0.3,0.12
940,"Animal.50",5,"El Kowm 2",1,"PPNB",1,"Hum_dist",0.148,0.07,0.32,0.61
941,"Animal.500",12,"Mezraa-Teleilat",1,"PPNB",6,"Ast",0.039,0.57,0.32,0.11
942,"Animal.5000",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.002,0,0.74,0.26
943,"Animal.5001",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.087,0,0.41,0.59
944,"Animal.5002",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.022,0,0.68,0.32
945,"Animal.5003",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.003,0,0.74,0.26
946,"Animal.5004",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.095,0,0.37,0.63
947,"Animal.5005",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.05,0,0.57,0.43
948,"Animal.5006",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.107,0,0.32,0.68
949,"Animal.5007",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.147,0,0.18,0.82
950,"Animal.5008",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.026,0,0.8,0.2
951,"Animal.5009",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.011,0,0.77,0.23
952,"Animal.501",12,"Mezraa-Teleilat",1,"PPNB",6,"Ast",0.071,0.52,0.3,0.18
953,"Animal.5010",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.207,0,0.09,0.91
954,"Animal.5011",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.056,0,0.55,0.45
955,"Animal.5012",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.011,0,0.77,0.23
956,"Animal.5013",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.072,0,0.47,0.53
957,"Animal.5014",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.015,0,0.74,0.26
958,"Animal.5015",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.04,0,0.65,0.35
959,"Animal.5016",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.073,0,0.52,0.48
960,"Animal.5017",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.151,0,0.25,0.75
961,"Animal.5018",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.148,0,0.26,0.74
962,"Animal.5019",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.086,0,0.46,0.54
963,"Animal.502",12,"Mezraa-Teleilat",1,"PPNB",6,"Ast",0.057,0.54,0.31,0.15
964,"Animal.5020",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.067,0,0.54,0.46
965,"Animal.5021",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.105,0,0.39,0.61
966,"Animal.5022",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.001,0,0.78,0.22
967,"Animal.5023",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.036,0,0.66,0.34
968,"Animal.5024",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.086,0,0.47,0.53
969,"Animal.5025",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.043,0,0.64,0.36
970,"Animal.5026",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.05,0,0.61,0.39
971,"Animal.5027",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.056,0,0.59,0.41
972,"Animal.5028",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.044,0,0.82,0.18
973,"Animal.5029",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.023,0,0.67,0.33
974,"Animal.503",12,"Mezraa-Teleilat",1,"PPNB",6,"Ast",0.025,0.59,0.32,0.09
975,"Animal.5030",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.066,0,0.5,0.5
976,"Animal.5031",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.066,0,0.5,0.5
977,"Animal.5032",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",0.107,0,0.39,0.61
978,"Animal.5033",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",-0.003,0,0.76,0.24
979,"Animal.5034",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",-0.004,0,0.77,0.23
980,"Animal.5035",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",0.003,0,0.75,0.25
981,"Animal.5036",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",-0.005,0,0.77,0.23
982,"Animal.5037",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",-0.015,0,0.79,0.21
983,"Animal.5038",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.084,0,0.42,0.58
984,"Animal.5039",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.051,0,0.83,0.17
985,"Animal.504",12,"Mezraa-Teleilat",1,"PPNB",6,"Ast",-0.013,0.64,0.31,0.06
986,"Animal.5040",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.062,0,0.52,0.48
987,"Animal.5041",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",-0.043,0,0.88,0.12
988,"Animal.5042",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.106,0,0.39,0.61
989,"Animal.5043",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.037,0,0.66,0.34
990,"Animal.5044",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.002,0,0.75,0.25
991,"Animal.5045",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",-0.014,0,0.78,0.22
992,"Animal.5046",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",0.108,0,0.38,0.62
993,"Animal.5047",12,"Mezraa-Teleilat",1,"PPNB",10,"PH2",0.192,0,0.22,0.78
994,"Animal.5049",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.06,0,0.57,0.43
995,"Animal.505",12,"Mezraa-Teleilat",1,"PPNB",7,"Cal",0.171,0,0.42,0.58
996,"Animal.5050",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.074,0,0.51,0.49
997,"Animal.5051",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.047,0,0.62,0.38
998,"Animal.5052",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.09,0,0.45,0.55
999,"Animal.5053",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.124,0,0.33,0.67
1000,"Animal.5054",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.086,0,0.46,0.54
1001,"Animal.5055",12,"Mezraa-Teleilat",1,"PPNB",5,"Tib",0.102,0,0.4,0.6
1002,"Animal.5056",12,"Mezraa-Teleilat",1,"PPNB",9,"PH1",0.084,0,0.42,0.58
1003,"Animal.5057",14,"Raqai",5,"EBA",5,"Tib",0.15,0,0.35,0.65
1004,"Animal.5058",14,"Raqai",5,"EBA",5,"Tib",0.17,0,0.29,0.71
1005,"Animal.5059",14,"Raqai",5,"EBA",5,"Tib",0.038,0,0.76,0.24
1006,"Animal.506",12,"Mezraa-Teleilat",1,"PPNB",1,"Hum_dist",0.029,0.23,0.54,0.23
1007,"Animal.5060",14,"Raqai",5,"EBA",5,"Tib",0.164,0,0.31,0.69
1008,"Animal.5061",14,"Raqai",5,"EBA",5,"Tib",0.146,0,0.36,0.64
1009,"Animal.5062",14,"Raqai",5,"EBA",5,"Tib",0.167,0,0.3,0.7
1010,"Animal.5063",14,"Raqai",5,"EBA",5,"Tib",0.058,0,0.69,0.31
1011,"Animal.5064",1,"Atij",5,"EBA",5,"Tib",0.131,0,0.37,0.63
1012,"Animal.5065",1,"Atij",5,"EBA",5,"Tib",0.092,0,0.51,0.49
1013,"Animal.5066",1,"Atij",5,"EBA",5,"Tib",0.116,0,0.42,0.58
1014,"Animal.5067",1,"Atij",5,"EBA",5,"Tib",0.144,0,0.33,0.67
1015,"Animal.5068",1,"Atij",5,"EBA",5,"Tib",0.09,0,0.52,0.48
1016,"Animal.5069",1,"Atij",5,"EBA",5,"Tib",0.033,0,0.73,0.27
1017,"Animal.507",12,"Mezraa-Teleilat",1,"PPNB",1,"Hum_dist",0.072,0.15,0.44,0.41
1018,"Animal.5070",7,"Gudeda",5,"EBA",5,"Tib",0.117,0,0.41,0.59
1019,"Animal.5071",7,"Gudeda",5,"EBA",5,"Tib",0.117,0,0.41,0.59
1020,"Animal.5072",7,"Gudeda",5,"EBA",5,"Tib",0.054,0,0.65,0.35
1021,"Animal.5073",1,"Atij",5,"EBA",9,"PH1",0.096,0,0.56,0.44
1022,"Animal.5074",1,"Atij",5,"EBA",9,"PH1",0.156,0,0.33,0.67
1023,"Animal.5075",1,"Atij",5,"EBA",9,"PH1",0.173,0,0.27,0.73
1024,"Animal.5076",1,"Atij",5,"EBA",9,"PH1",0.137,0,0.4,0.6
1025,"Animal.5077",1,"Atij",5,"EBA",9,"PH1",0.012,0,0.8,0.2
1026,"Animal.5078",7,"Gudeda",5,"EBA",9,"PH1",0.102,0,0.46,0.54
1027,"Animal.5079",7,"Gudeda",5,"EBA",9,"PH1",0.049,0,0.66,0.34
1028,"Animal.508",12,"Mezraa-Teleilat",1,"PPNB",1,"Hum_dist",-0.015,0.31,0.57,0.12
1029,"Animal.5080",7,"Gudeda",5,"EBA",9,"PH1",0.041,0,0.68,0.32
1030,"Animal.5081",14,"Raqai",5,"EBA",9,"PH1",0.021,0,0.75,0.25
1031,"Animal.5082",14,"Raqai",5,"EBA",9,"PH1",0.11,0,0.42,0.58
1032,"Animal.5083",14,"Raqai",5,"EBA",9,"PH1",0.152,0,0.27,0.73
1033,"Animal.5084",14,"Raqai",5,"EBA",9,"PH1",0.178,0,0.2,0.8
1034,"Animal.5085",14,"Raqai",5,"EBA",9,"PH1",0.141,0,0.3,0.7
1035,"Animal.5086",14,"Raqai",5,"EBA",9,"PH1",0.058,0,0.63,0.37
1036,"Animal.5087",14,"Raqai",5,"EBA",9,"PH1",0.068,0,0.59,0.41
1037,"Animal.5088",14,"Raqai",5,"EBA",9,"PH1",0.031,0,0.72,0.28
1038,"Animal.5089",14,"Raqai",5,"EBA",9,"PH1",0.112,0,0.41,0.59
1039,"Animal.509",12,"Mezraa-Teleilat",1,"PPNB",1,"Hum_dist",0.059,0.17,0.47,0.35
